V160001,clinton,trump,pid7,pid3,ideo7,education,income,feeldem,feelrep
405049,60,15,4,(5) 5. Other party SPECIFY,4,17,2,86,41
405052,85,0,1,(1) 1. Democrat,2,13,23,70,15
405053,1,70,6,(2) 2. Republican,4,13,18,15,51
405055,51,1,2,(1) 1. Democrat,3,13,23,59,50
405061,0,60,5,(5) 5. Other party SPECIFY,6,11,9,0,60
405062,85,5,4,(3) 3. Independent,3,10,28,70,25
405064,70,0,1,(1) 1. Democrat,,,,85,30
405066,2,85,7,(2) 2. Republican,6,13,27,15,85
405070,3,60,7,(2) 2. Republican,6,10,11,12,60
405072,40,30,4,(3) 3. Independent,4,15,,30,30
405073,15,70,7,(2) 2. Republican,7,10,11,70,70
405079,18,62,4,(3) 3. Independent,4,13,21,18,33
405080,60,0,3,(3) 3. Independent,2,13,24,60,15
405082,3,62,6,(2) 2. Republican,6,13,22,21,64
405084,0,60,6,(2) 2. Republican,6,14,20,40,85
405086,60,0,3,(3) 3. Independent,,10,2,60,15
405087,60,0,1,(1) 1. Democrat,2,16,1,70,30
405088,85,2,2,(1) 1. Democrat,2,14,26,85,41
405089,85,15,1,(1) 1. Democrat,2,10,4,90,40
405090,85,10,1,(1) 1. Democrat,,9,12,85,15
405093,61,42,2,(1) 1. Democrat,4,9,26,71,61
405095,0,100,7,(2) 2. Republican,6,11,26,0,100
405097,55,22,5,(3) 3. Independent,5,14,22,52,52
405100,2,70,7,(2) 2. Republican,6,10,15,2,61
405104,71,0,1,(1) 1. Democrat,2,14,23,98,39
405106,5,65,7,(2) 2. Republican,6,13,27,25,85
405109,1,0,1,(1) 1. Democrat,3,14,,60,0
405116,2,60,7,(2) 2. Republican,6,14,21,0,60
405119,70,1,3,(3) 3. Independent,4,13,23,60,30
405128,100,0,1,(1) 1. Democrat,2,13,15,100,0
405131,52,2,2,(1) 1. Democrat,4,15,17,51,51
405135,15,15,5,(3) 3. Independent,5,10,27,15,15
405136,60,40,4,(3) 3. Independent,4,11,24,60,41
405138,0,30,7,(2) 2. Republican,6,13,25,0,70
405139,85,0,1,(1) 1. Democrat,2,10,24,60,0
405142,0,100,7,(2) 2. Republican,7,10,2,2,51
405144,60,14,6,(2) 2. Republican,,13,21,29,70
405145,27,50,4,(3) 3. Independent,4,13,16,41,40
405146,70,0,2,(1) 1. Democrat,4,10,13,60,40
405147,60,0,3,(3) 3. Independent,4,13,5,70,40
405148,60,0,1,(1) 1. Democrat,,16,22,70,30
405152,51,61,5,(5) 5. Other party SPECIFY,4,9,23,61,61
405157,100,1,1,(1) 1. Democrat,2,13,16,85,1
405158,100,50,1,(1) 1. Democrat,NA,13,1,100,0
405159,0,70,6,(2) 2. Republican,,14,22,0,60
405163,0,70,4,(3) 3. Independent,NA,10,10,50,50
405164,0,70,6,(2) 2. Republican,7,8,24,15,70
405168,31,1,6,(2) 2. Republican,5,14,28,16,31
405172,15,100,1,(1) 1. Democrat,NA,5,5,100,15
405174,100,0,1,(1) 1. Democrat,2,9,23,85,15
405177,0,,6,(2) 2. Republican,NA,11,1,70,60
405179,30,100,7,(2) 2. Republican,,13,12,40,85
405181,17,73,6,(2) 2. Republican,6,10,11,4,65
405183,15,15,5,(3) 3. Independent,6,13,18,40,60
405184,43,45,3,(3) 3. Independent,2,10,19,62,41
405185,85,,3,(5) 5. Other party SPECIFY,2,11,19,85,0
405187,70,30,1,(1) 1. Democrat,4,12,17,71,18
405188,73,29,2,(1) 1. Democrat,,11,7,53,4
405189,70,0,5,(3) 3. Independent,4,12,17,50,50
405190,70,2,3,(3) 3. Independent,4,9,3,70,40
405192,30,0,4,(3) 3. Independent,NA,8,1,50,50
405197,15,40,4,(3) 3. Independent,,12,22,50,50
405199,,15,1,(1) 1. Democrat,4,9,1,100,70
405200,30,70,7,(2) 2. Republican,NA,9,3,40,100
405204,50,0,4,(3) 3. Independent,4,13,12,50,40
405206,85,0,1,(1) 1. Democrat,2,13,9,70,30
405207,70,0,2,(1) 1. Democrat,,10,27,52,6
405208,,,7,(2) 2. Republican,6,9,7,0,100
405209,15,61,5,(3) 3. Independent,NA,11,14,40,66
405210,70,0,3,(3) 3. Independent,2,14,26,60,15
405213,0,70,5,(3) 3. Independent,6,10,,15,60
405215,60,15,4,(5) 5. Other party SPECIFY,NA,11,24,50,30
405216,0,40,6,(2) 2. Republican,5,14,27,15,30
405219,60,30,1,(1) 1. Democrat,NA,6,,100,100
405223,40,70,4,(3) 3. Independent,,10,25,40,70
405225,2,61,7,(2) 2. Republican,6,11,18,31,71
405227,98,2,1,(1) 1. Democrat,NA,10,2,100,1
405231,70,0,1,(1) 1. Democrat,2,13,12,60,40
405242,70,0,1,(1) 1. Democrat,2,14,,85,15
405243,40,40,4,(3) 3. Independent,4,9,9,70,15
405245,70,0,1,(1) 1. Democrat,3,15,28,85,30
405248,100,0,1,(1) 1. Democrat,,10,2,100,0
405250,0,85,7,(2) 2. Republican,6,9,14,30,100
405254,100,0,1,(1) 1. Democrat,7,9,6,100,0
405256,60,0,2,(1) 1. Democrat,4,9,12,70,30
405259,0,100,7,(2) 2. Republican,6,9,28,0,50
405260,60,15,3,(3) 3. Independent,4,11,9,61,30
405271,90,0,1,(1) 1. Democrat,6,8,11,70,50
405277,15,0,2,(1) 1. Democrat,,10,21,70,40
405278,85,0,1,(1) 1. Democrat,4,10,21,100,0
405281,0,71,7,(2) 2. Republican,6,10,26,16,59
405284,28,71,6,(2) 2. Republican,,10,21,31,60
405286,80,0,1,(1) 1. Democrat,2,14,26,90,20
405287,60,30,6,(2) 2. Republican,5,13,26,60,60
405289,85,85,3,(5) 5. Other party SPECIFY,4,8,1,85,70
405290,0,100,7,(2) 2. Republican,5,15,28,0,100
405292,65,10,3,(3) 3. Independent,3,13,21,35,35
405293,90,0,1,(1) 1. Democrat,2,14,28,85,5
405294,41,54,5,(3) 3. Independent,NA,11,25,42,54
405295,0,40,4,(3) 3. Independent,5,16,28,30,40
405298,70,41,4,(3) 3. Independent,,9,7,62,51
405299,85,0,1,(1) 1. Democrat,,13,10,86,15
405301,90,0,1,(1) 1. Democrat,3,13,,94,1
405305,70,1,3,(3) 3. Independent,5,14,18,51,
405312,0,85,7,(2) 2. Republican,6,14,1,0,70
405313,100,3,1,(1) 1. Democrat,4,10,2,92,16
405314,0,85,3,(3) 3. Independent,3,10,22,60,30
405316,15,85,5,(3) 3. Independent,,11,21,33,85
405318,30,0,4,(3) 3. Independent,,14,,50,70
405319,60,0,3,(3) 3. Independent,4,10,10,70,40
405320,0,0,4,(3) 3. Independent,NA,7,11,70,70
405323,0,100,7,(2) 2. Republican,6,9,,0,60
405328,0,40,6,(2) 2. Republican,5,12,3,0,30
405330,0,70,7,(2) 2. Republican,5,11,12,1,60
405332,0,60,7,(2) 2. Republican,6,9,18,15,60
405339,0,30,5,(3) 3. Independent,6,14,11,30,60
405340,71,0,6,(2) 2. Republican,5,14,14,42,61
405341,70,0,2,(1) 1. Democrat,3,10,19,85,0
405342,10,60,5,(3) 3. Independent,2,15,16,30,30
405349,61,0,4,(3) 3. Independent,4,13,28,31,16
405350,60,0,1,(1) 1. Democrat,2,14,14,85,15
405352,1,90,7,(2) 2. Republican,6,14,27,26,96
405355,52,16,1,(1) 1. Democrat,,9,19,74,16
405356,85,0,2,(1) 1. Democrat,2,13,15,100,0
405360,98,0,1,(1) 1. Democrat,1,14,11,100,2
405361,99,4,1,(1) 1. Democrat,3,7,15,100,23
405363,0,70,4,(3) 3. Independent,NA,10,20,50,50
405367,15,60,6,(2) 2. Republican,6,13,12,15,60
405370,60,0,2,(1) 1. Democrat,2,13,13,60,15
405375,40,85,4,(3) 3. Independent,NA,6,2,60,70
405381,0,60,7,(2) 2. Republican,6,12,15,0,60
405383,100,30,1,(1) 1. Democrat,7,14,11,100,15
405385,70,0,1,(1) 1. Democrat,NA,13,12,80,30
405388,18,85,6,(2) 2. Republican,,9,15,15,60
405390,70,2,3,(5) 5. Other party SPECIFY,4,9,11,100,42
405392,40,0,3,(3) 3. Independent,6,16,25,15,0
405394,0,70,4,(3) 3. Independent,6,9,4,0,70
405395,0,15,1,(1) 1. Democrat,4,11,13,0,0
405399,0,85,7,(2) 2. Republican,,9,17,0,85
405400,40,0,3,(3) 3. Independent,2,14,8,70,1
405404,15,0,2,(1) 1. Democrat,NA,10,10,50,50
405413,60,2,3,(3) 3. Independent,NA,7,9,50,0
405414,70,15,1,(1) 1. Democrat,,14,,85,40
405415,51,50,3,(3) 3. Independent,,9,19,61,61
405416,16,70,7,(2) 2. Republican,6,13,13,17,82
405419,0,85,5,(3) 3. Independent,6,12,,31,60
405420,70,1,1,(1) 1. Democrat,2,13,27,84,40
405422,0,100,2,(1) 1. Democrat,4,9,1,50,50
405423,15,85,7,(2) 2. Republican,,12,15,28,97
405427,60,0,3,(5) 5. Other party SPECIFY,,16,10,15,0
405428,31,15,4,(3) 3. Independent,2,13,15,15,0
405429,25,70,6,(2) 2. Republican,6,10,18,40,60
405432,30,60,5,(3) 3. Independent,3,13,13,40,60
405434,0,100,6,(2) 2. Republican,6,10,17,0,60
405435,85,0,1,(1) 1. Democrat,1,15,23,85,0
405439,88,2,1,(1) 1. Democrat,2,15,13,76,31
405440,31,0,3,(3) 3. Independent,NA,10,13,50,50
405450,60,30,2,(1) 1. Democrat,4,14,25,50,30
405451,40,40,5,(3) 3. Independent,5,13,27,30,30
405457,70,0,1,(1) 1. Democrat,NA,10,1,85,40
405459,0,85,7,(2) 2. Republican,6,10,17,0,70
405460,40,15,6,(2) 2. Republican,4,13,21,15,70
405461,0,75,6,(2) 2. Republican,NA,9,22,0,50
405462,85,0,1,(1) 1. Democrat,1,13,24,85,0
405464,60,30,3,(3) 3. Independent,4,10,5,60,30
405465,0,70,7,(2) 2. Republican,6,14,21,0,70
405466,98,1,5,(3) 3. Independent,,8,5,34,45
405467,0,0,1,(1) 1. Democrat,4,10,1,100,0
405468,70,0,3,(3) 3. Independent,2,10,1,85,0
405471,0,100,7,(2) 2. Republican,5,10,17,40,85
405472,60,1,1,(1) 1. Democrat,4,10,5,85,30
405474,40,0,6,(2) 2. Republican,5,14,23,12,16
405475,0,100,4,(3) 3. Independent,,9,5,0,0
405478,85,0,1,(1) 1. Democrat,4,9,17,85,0
405483,31,85,6,(2) 2. Republican,4,10,1,56,56
405484,3,86,5,(3) 3. Independent,6,10,9,2,17
405485,50,40,2,(1) 1. Democrat,,14,27,60,40
405495,85,0,3,(3) 3. Independent,3,14,5,60,15
405497,15,85,5,(3) 3. Independent,6,11,14,15,70
405500,40,70,2,(1) 1. Democrat,3,10,2,100,50
405501,41,1,3,(3) 3. Independent,2,11,,61,31
405508,0,70,7,(2) 2. Republican,6,9,13,15,60
405510,40,0,3,(3) 3. Independent,4,10,15,40,15
405513,41,0,2,(1) 1. Democrat,3,11,12,70,20
405523,0,60,4,(3) 3. Independent,NA,14,16,50,50
405525,70,15,5,(3) 3. Independent,4,13,2,60,40
405527,98,4,4,(3) 3. Independent,,7,11,46,60
405530,0,85,6,(2) 2. Republican,4,14,23,0,60
405531,0,71,5,(3) 3. Independent,4,10,11,50,51
405533,85,0,2,(1) 1. Democrat,,13,17,50,35
405534,60,15,3,(3) 3. Independent,3,16,26,60,15
405535,0,86,7,(2) 2. Republican,5,10,15,0,68
405536,80,5,2,(1) 1. Democrat,2,14,11,70,10
405538,70,0,1,(1) 1. Democrat,2,14,14,70,0
405541,16,70,7,(2) 2. Republican,,9,11,17,98
405542,66,0,2,(1) 1. Democrat,2,13,26,60,15
405544,0,85,6,(2) 2. Republican,,17,1,0,0
405554,100,0,1,(1) 1. Democrat,4,9,1,100,100
405556,28,16,6,(2) 2. Republican,,14,27,17,1
405557,4,80,6,(2) 2. Republican,NA,9,9,20,60
405558,4,75,4,(3) 3. Independent,,10,15,,
405562,70,30,1,(1) 1. Democrat,NA,7,2,85,15
405565,30,0,2,(1) 1. Democrat,NA,10,26,50,20
405569,40,30,5,(3) 3. Independent,4,13,23,30,30
405570,0,60,7,(2) 2. Republican,6,13,1,0,60
405576,61,15,2,(1) 1. Democrat,2,14,25,75,50
405578,50,50,4,(3) 3. Independent,NA,14,26,50,50
405579,0,39,5,(3) 3. Independent,5,13,25,0,14
405581,50,50,4,(3) 3. Independent,NA,7,4,50,50
405583,70,0,3,(3) 3. Independent,4,8,7,63,25
405585,0,80,6,(2) 2. Republican,,13,21,15,60
405588,0,5,5,(5) 5. Other party SPECIFY,5,14,23,0,5
405589,85,27,4,(3) 3. Independent,3,6,1,85,70
405593,70,0,2,(1) 1. Democrat,NA,11,14,60,15
405596,85,60,4,(3) 3. Independent,5,14,5,70,50
405598,1,70,4,(5) 5. Other party SPECIFY,,10,14,33,61
405599,100,0,1,(1) 1. Democrat,2,13,26,91,0
405602,97,97,5,(3) 3. Independent,5,5,1,96,99
405603,85,15,3,(3) 3. Independent,3,12,,100,14
405606,0,100,7,(2) 2. Republican,6,10,1,0,85
405607,0,60,6,(2) 2. Republican,4,14,23,15,59
405610,0,100,7,(2) 2. Republican,6,12,22,0,60
405611,15,60,6,(2) 2. Republican,4,11,21,50,85
405612,85,1,4,(3) 3. Independent,3,14,28,61,1
405614,0,100,7,(2) 2. Republican,,10,15,0,100
405619,71,15,2,(1) 1. Democrat,4,12,18,78,31
405631,0,70,7,(2) 2. Republican,6,13,9,15,85
405633,60,30,2,(1) 1. Democrat,4,14,26,60,30
405634,85,0,1,(1) 1. Democrat,2,14,26,85,15
405635,70,30,4,(3) 3. Independent,4,8,4,70,30
405637,97,0,2,(1) 1. Democrat,3,15,12,85,38
405638,86,1,1,(1) 1. Democrat,2,14,23,84,2
405639,15,0,4,(5) 5. Other party SPECIFY,,10,10,15,0
405645,0,6,7,(2) 2. Republican,,12,18,2,63
405646,0,100,7,(2) 2. Republican,7,13,20,0,100
405648,70,0,2,(1) 1. Democrat,3,13,26,71,31
405649,85,0,1,(1) 1. Democrat,,13,23,70,0
405651,1,85,7,(2) 2. Republican,6,10,20,15,60
405654,40,60,6,(2) 2. Republican,5,11,25,40,60
405655,1,99,7,(2) 2. Republican,6,9,11,1,40
405656,0,68,7,(2) 2. Republican,,9,19,48,87
405660,85,0,1,(1) 1. Democrat,,13,24,70,30
405661,50,85,7,(2) 2. Republican,NA,10,23,60,85
405662,60,0,1,(1) 1. Democrat,3,13,15,70,0
405664,70,41,1,(1) 1. Democrat,NA,10,12,78,48
405665,40,70,2,(1) 1. Democrat,NA,11,21,70,60
405672,60,0,2,(1) 1. Democrat,3,14,25,54,11
405673,95,0,1,(1) 1. Democrat,1,13,9,95,10
405674,85,60,4,(3) 3. Independent,NA,13,22,50,50
405676,0,86,7,(2) 2. Republican,5,10,11,2,99
405677,70,0,3,(5) 5. Other party SPECIFY,3,12,9,60,15
405678,50,0,4,(5) 5. Other party SPECIFY,,,,0,0
405679,2,86,4,(3) 3. Independent,5,9,5,1,71
405681,0,60,7,(2) 2. Republican,,,,15,60
405684,71,1,1,(1) 1. Democrat,2,9,17,84,18
405685,100,0,1,(1) 1. Democrat,3,10,7,100,0
405688,30,70,6,(2) 2. Republican,6,13,5,50,60
405689,85,0,1,(1) 1. Democrat,3,2,14,100,0
405691,15,63,7,(2) 2. Republican,6,10,17,2,58
405692,1,30,6,(2) 2. Republican,5,13,21,34,60
405699,30,0,4,(3) 3. Independent,4,10,26,15,0
405701,0,90,7,(2) 2. Republican,,10,9,50,75
405703,70,85,4,(3) 3. Independent,3,13,23,60,70
405706,15,15,6,(2) 2. Republican,,9,,15,60
405707,85,0,2,(1) 1. Democrat,2,13,11,85,30
405708,0,85,7,(2) 2. Republican,7,9,17,15,85
405711,100,0,2,(1) 1. Democrat,4,10,16,85,40
405712,95,0,1,(1) 1. Democrat,1,10,27,85,0
405725,0,60,6,(2) 2. Republican,6,16,,0,60
405728,0,100,7,(2) 2. Republican,5,12,25,0,70
405730,100,0,2,(1) 1. Democrat,3,8,,85,30
405732,0,40,6,(2) 2. Republican,,12,25,0,60
405735,85,0,3,(3) 3. Independent,4,13,12,75,0
405746,60,0,5,(3) 3. Independent,5,14,26,70,65
405748,60,30,5,(3) 3. Independent,5,10,18,70,85
405751,70,0,2,(1) 1. Democrat,4,13,15,60,30
405752,40,15,4,(3) 3. Independent,4,14,23,30,30
405757,85,0,3,(3) 3. Independent,2,13,8,70,0
405759,50,30,2,(1) 1. Democrat,7,9,20,60,40
405760,15,60,6,(2) 2. Republican,5,13,25,50,60
405763,92,3,3,(3) 3. Independent,2,16,27,75,44
405766,2,83,7,(2) 2. Republican,,10,4,0,70
405769,0,60,7,(2) 2. Republican,4,13,26,0,85
405778,9,85,7,(2) 2. Republican,6,7,2,6,100
405780,15,70,4,(3) 3. Independent,4,12,24,25,85
405781,24,67,5,(3) 3. Independent,NA,10,24,50,56
405782,70,0,3,(3) 3. Independent,2,13,22,60,40
405785,0,70,6,(2) 2. Republican,5,13,20,10,70
405786,100,15,1,(1) 1. Democrat,5,10,12,70,0
405788,0,70,5,(5) 5. Other party SPECIFY,,10,8,0,60
405789,90,0,1,(1) 1. Democrat,2,13,25,85,15
405790,30,30,3,(3) 3. Independent,NA,10,15,60,40
405791,0,60,7,(2) 2. Republican,,12,24,30,70
405792,4,52,4,(3) 3. Independent,NA,13,21,50,50
405793,30,65,4,(3) 3. Independent,4,11,1,40,69
405794,5,0,4,(3) 3. Independent,4,14,22,31,30
405795,60,15,3,(3) 3. Independent,3,14,26,66,26
405801,4,75,7,(2) 2. Republican,6,14,26,4,69
405805,40,15,2,(1) 1. Democrat,3,12,6,70,30
405811,0,85,4,(5) 5. Other party SPECIFY,,10,5,40,70
405813,85,70,7,(2) 2. Republican,,13,17,70,85
405816,100,0,1,(1) 1. Democrat,2,14,13,85,15
405823,60,4,2,(1) 1. Democrat,4,10,3,73,12
405824,0,0,4,(3) 3. Independent,,9,9,50,50
405826,60,0,2,(1) 1. Democrat,3,13,17,70,0
405827,100,0,2,(1) 1. Democrat,NA,9,,85,40
405829,0,100,7,(2) 2. Republican,6,10,15,0,30
405832,0,85,7,(2) 2. Republican,5,13,26,0,60
405833,60,,3,(3) 3. Independent,NA,10,25,,
405840,87,0,6,(2) 2. Republican,4,14,24,70,15
405843,85,0,1,(1) 1. Democrat,2,14,28,70,30
405847,70,70,2,(1) 1. Democrat,3,14,21,71,59
405849,100,0,1,(1) 1. Democrat,,12,9,100,0
405850,70,15,1,(1) 1. Democrat,,10,11,85,40
405852,0,0,7,(2) 2. Republican,7,14,19,0,60
405863,30,15,4,(3) 3. Independent,2,10,24,0,0
405864,38,57,5,(3) 3. Independent,4,11,8,59,68
405865,40,0,1,(1) 1. Democrat,NA,13,22,50,0
405872,1,17,6,(2) 2. Republican,NA,14,25,15,50
405875,95,2,5,(3) 3. Independent,2,16,17,86,15
405877,70,0,1,(1) 1. Democrat,5,9,27,70,30
405881,72,1,4,,NA,,,,
405882,75,0,1,(1) 1. Democrat,1,10,25,75,0
405885,85,0,3,(3) 3. Independent,2,13,14,70,0
405886,32,31,5,(3) 3. Independent,5,13,,41,41
405887,0,85,7,(2) 2. Republican,5,12,23,41,61
405888,100,0,1,(1) 1. Democrat,1,10,12,100,0
405891,10,30,6,(2) 2. Republican,5,13,15,0,50
405895,0,68,7,(2) 2. Republican,7,7,25,1,29
405897,70,0,2,(1) 1. Democrat,NA,11,21,60,30
405902,30,60,4,(3) 3. Independent,NA,7,1,60,70
405904,70,15,1,(1) 1. Democrat,,14,22,,50
405905,7,64,7,(2) 2. Republican,6,14,28,1,98
405909,70,15,1,(1) 1. Democrat,NA,11,11,85,15
405911,60,0,2,(1) 1. Democrat,2,13,22,70,0
405917,20,40,3,(3) 3. Independent,2,14,14,60,70
405918,0,85,4,(3) 3. Independent,,13,23,0,3
405922,30,60,5,(3) 3. Independent,5,14,18,40,60
405923,0,70,7,(2) 2. Republican,5,12,19,40,85
405925,85,0,3,(5) 5. Other party SPECIFY,2,9,5,100,0
405931,22,77,1,(1) 1. Democrat,4,9,2,70,51
405933,15,70,5,(3) 3. Independent,6,10,5,50,50
405935,2,89,5,(3) 3. Independent,6,11,15,3,60
405937,15,50,6,(2) 2. Republican,5,9,,40,70
405939,70,0,2,(1) 1. Democrat,NA,12,11,85,40
405941,0,60,7,(2) 2. Republican,6,9,23,25,65
405952,40,15,6,(2) 2. Republican,5,13,,40,60
405955,98,0,1,(1) 1. Democrat,,14,25,100,0
405958,30,0,3,(3) 3. Independent,3,9,9,30,15
405959,84,0,1,(1) 1. Democrat,,6,3,85,2
405960,85,40,4,(3) 3. Independent,5,8,6,85,84
405961,50,50,4,(5) 5. Other party SPECIFY,NA,9,7,40,50
405965,90,0,3,(3) 3. Independent,3,14,15,55,20
405967,85,40,4,(3) 3. Independent,,10,2,40,85
405969,0,0,4,(5) 5. Other party SPECIFY,4,10,7,0,0
405970,55,0,2,(1) 1. Democrat,3,7,,100,0
405971,30,60,6,(2) 2. Republican,5,12,25,40,60
405972,100,30,3,(3) 3. Independent,2,14,28,100,70
405973,70,15,2,(1) 1. Democrat,2,15,27,70,15
405980,0,85,7,(2) 2. Republican,,9,18,15,70
405982,16,70,7,(2) 2. Republican,6,13,15,30,70
405984,100,0,2,(1) 1. Democrat,4,9,21,100,0
405985,85,0,1,(1) 1. Democrat,2,9,7,85,15
405990,100,0,1,(1) 1. Democrat,2,8,3,100,0
405994,57,30,2,(1) 1. Democrat,NA,8,3,60,60
405998,90,0,3,(3) 3. Independent,2,10,2,75,0
406001,60,35,4,(3) 3. Independent,3,14,21,70,40
406002,15,60,6,(2) 2. Republican,6,13,13,15,40
406004,100,2,1,(1) 1. Democrat,,11,4,100,2
406005,70,30,1,(1) 1. Democrat,2,9,21,70,0
406013,85,0,1,(1) 1. Democrat,2,13,20,70,30
406016,30,49,4,(3) 3. Independent,4,13,26,39,37
406017,0,60,7,(2) 2. Republican,6,13,25,15,85
406018,50,50,4,(3) 3. Independent,4,9,14,50,50
406022,70,0,2,(1) 1. Democrat,,13,25,60,30
406023,0,93,6,(2) 2. Republican,NA,10,15,0,85
406030,87,1,1,(1) 1. Democrat,3,13,28,91,3
406032,61,1,2,(1) 1. Democrat,3,13,13,60,31
406035,40,0,1,(1) 1. Democrat,,10,7,70,0
406041,15,60,7,(2) 2. Republican,6,12,24,50,60
406042,70,0,1,(1) 1. Democrat,4,9,5,70,60
406043,85,0,1,(1) 1. Democrat,,10,17,85,15
406044,64,0,3,(5) 5. Other party SPECIFY,1,14,12,75,16
406045,60,30,2,(1) 1. Democrat,3,12,3,70,40
406052,60,15,4,(3) 3. Independent,NA,10,9,70,40
406054,60,15,2,(1) 1. Democrat,NA,8,9,59,13
406058,0,100,7,(2) 2. Republican,6,10,13,0,100
406060,85,0,1,(1) 1. Democrat,3,13,27,70,15
406066,70,40,6,(2) 2. Republican,,4,,60,60
406070,85,0,1,(1) 1. Democrat,1,13,26,85,0
406073,2,15,7,(2) 2. Republican,6,13,22,9,56
406076,30,60,4,(3) 3. Independent,,9,,50,50
406080,0,100,2,(1) 1. Democrat,NA,10,2,50,50
406081,0,85,7,(2) 2. Republican,7,13,3,0,100
406082,95,0,1,(1) 1. Democrat,2,14,28,70,0
406084,0,75,5,(3) 3. Independent,6,13,15,0,25
406094,0,75,5,(3) 3. Independent,6,13,26,10,25
406096,40,0,2,(1) 1. Democrat,3,13,17,60,
406098,2,60,5,(3) 3. Independent,NA,10,2,2,51
406101,0,100,4,(3) 3. Independent,,13,7,0,100
406102,85,15,1,(1) 1. Democrat,,9,4,70,0
406104,,60,2,(1) 1. Democrat,5,10,24,,
406105,85,0,1,(1) 1. Democrat,2,12,20,100,30
406108,86,1,3,(3) 3. Independent,2,10,11,90,10
406110,0,85,6,(2) 2. Republican,5,12,15,30,70
406112,70,100,6,(2) 2. Republican,,8,2,85,85
406114,1,85,7,(2) 2. Republican,6,10,24,1,60
406118,40,49,2,(1) 1. Democrat,4,11,11,60,42
406119,100,0,1,(1) 1. Democrat,2,14,26,100,0
406123,60,40,4,(3) 3. Independent,4,10,12,50,50
406127,60,0,4,(5) 5. Other party SPECIFY,NA,12,11,70,60
406131,85,40,2,(1) 1. Democrat,NA,9,9,71,51
406133,69,60,4,(3) 3. Independent,1,9,1,28,14
406134,0,0,2,(1) 1. Democrat,4,8,24,50,50
406135,50,50,4,(5) 5. Other party SPECIFY,NA,13,21,50,50
406136,,0,3,(3) 3. Independent,NA,9,17,60,2
406137,89,16,2,(1) 1. Democrat,2,16,28,60,47
406138,2,72,7,(2) 2. Republican,7,12,7,0,16
406141,85,30,2,(1) 1. Democrat,4,8,20,60,30
406142,70,0,1,(1) 1. Democrat,2,9,20,70,15
406144,85,0,3,(3) 3. Independent,2,14,,70,15
406146,0,85,6,(2) 2. Republican,,13,20,63,85
406147,0,100,4,(3) 3. Independent,4,16,11,30,85
406148,40,0,6,(2) 2. Republican,,13,17,60,30
406153,31,73,7,(2) 2. Republican,,13,27,62,85
406154,15,70,4,(3) 3. Independent,4,9,5,70,70
406156,0,70,4,(3) 3. Independent,,9,2,50,50
406159,51,72,2,(1) 1. Democrat,,9,9,51,50
406160,0,60,7,(2) 2. Republican,6,13,,50,100
406164,15,41,6,(2) 2. Republican,4,10,23,31,41
406167,50,5,5,(3) 3. Independent,,14,27,15,10
406170,100,50,1,(1) 1. Democrat,4,8,12,85,50
406174,0,100,5,(3) 3. Independent,5,13,16,15,60
406176,18,71,6,(2) 2. Republican,6,14,27,42,40
406181,15,85,2,(1) 1. Democrat,NA,12,27,50,50
406186,16,85,7,(2) 2. Republican,4,11,27,33,71
406193,85,0,3,(3) 3. Independent,,13,23,70,0
406194,50,30,4,(3) 3. Independent,,9,9,52,52
406196,100,0,1,(1) 1. Democrat,NA,9,6,100,0
406198,85,0,2,(1) 1. Democrat,NA,11,2,100,0
406202,30,60,4,(3) 3. Independent,,11,13,50,50
406203,17,86,7,(2) 2. Republican,6,13,17,14,82
406204,100,0,2,(1) 1. Democrat,NA,11,3,100,0
406206,70,0,4,(3) 3. Independent,4,14,22,40,60
406212,15,70,7,(2) 2. Republican,6,13,13,0,70
406217,60,0,2,(1) 1. Democrat,NA,12,16,70,15
406218,0,99,7,(2) 2. Republican,6,10,17,1,84
406221,3,3,5,(3) 3. Independent,4,14,28,5,33
406224,61,8,4,(3) 3. Independent,,9,,22,5
406225,76,1,2,(1) 1. Democrat,4,9,13,65,47
406226,0,0,4,(3) 3. Independent,NA,17,,50,50
406227,0,85,7,(2) 2. Republican,6,13,23,15,70
406234,15,70,5,(3) 3. Independent,6,9,11,30,60
406235,30,70,6,(2) 2. Republican,5,13,23,15,80
406237,60,0,1,(1) 1. Democrat,,13,22,70,15
406238,0,60,6,(2) 2. Republican,6,13,,30,70
406239,0,100,6,(2) 2. Republican,NA,13,3,,
406240,15,60,5,(3) 3. Independent,4,15,12,15,15
406243,100,0,1,(1) 1. Democrat,4,13,,85,0
406245,100,0,1,(1) 1. Democrat,NA,8,1,99,1
406247,70,100,1,(1) 1. Democrat,4,13,1,100,60
406248,85,0,1,(1) 1. Democrat,,11,24,100,0
406249,0,30,5,(3) 3. Independent,6,10,15,0,15
406252,40,0,1,(1) 1. Democrat,3,13,17,50,50
406253,0,85,7,(2) 2. Republican,6,13,,15,85
406254,70,0,1,(1) 1. Democrat,2,13,13,85,15
406257,85,50,6,(2) 2. Republican,4,9,11,100,50
406258,30,0,2,(1) 1. Democrat,NA,10,9,70,0
406259,27,42,6,(2) 2. Republican,3,14,26,40,69
406260,70,15,1,(1) 1. Democrat,,11,17,85,60
406263,85,0,3,(3) 3. Independent,2,14,27,85,15
406264,60,0,6,(2) 2. Republican,4,9,21,70,100
406265,15,60,4,(3) 3. Independent,NA,9,17,15,50
406266,35,50,2,(1) 1. Democrat,3,10,23,50,35
